dataset_id,row_id,seat_key,seat_key_unique,state,year,district,block,gram_panchayat,gp_term,ward_no,ward_name,tier,tier_local,caste_reservation,caste_reservation_local,caste_scheme,woman_reserved,reservation,reservation_raw,listing_scope,unit_of_observation,seat_candidates,winner,winner_basis,votes,vacant,unopposed,script,source_repo,source_commit,source_path,source_page,provenance_level,quality_flags
jharkhand/block_member/2015,aabb001ffff8,Jharkhand|2015|block_member|Garhwa|केतार|||05,1,Jharkhand,2015,Garhwa,केतार,,,,,block_member,panchayat_samiti,SC,SC,sc_st_bc,1,SC Woman,vuqlwfpr tkfr | efgyk,all_seats,seat,,ehuk nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,1,page,name_untransliterated
jharkhand/block_member/2015,aabb001ffff8,Jharkhand|2015|block_member|Garhwa|केतार|||06,1,Jharkhand,2015,Garhwa,केतार,,,,,block_member,panchayat_samiti,BC,BC,sc_st_bc,1,BC Woman,vU; fiNM+k oxZ | efgyk,all_seats,seat,,cchrk nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,1,page,name_untransliterated
jharkhand/block_member/2015,aabb001ffff8,Jharkhand|2015|block_member|Garhwa|केतार|||07,1,Jharkhand,2015,Garhwa,केतार,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,0,Other than Woman,vukjf{kr | vU;,all_seats,seat,,lqeu nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,1,page,name_untransliterated
jharkhand/block_member/2015,aabb001ffff8,Jharkhand|2015|block_member|Garhwa|केतार|||08,1,Jharkhand,2015,Garhwa,केतार,,,,,block_member,panchayat_samiti,BC,BC,sc_st_bc,0,BC Other than Woman,vU; fiNM+k oxZ | vU;,all_seats,seat,,ek;k nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,1,page,name_untransliterated
jharkhand/block_member/2015,aabb001ffff8,Jharkhand|2015|block_member|Garhwa|केतार|||09,1,Jharkhand,2015,Garhwa,केतार,,,,,block_member,panchayat_samiti,SC,SC,sc_st_bc,0,SC Other than Woman,vuqlwfpr tkfr | vU;,all_seats,seat,,y{eh jke,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,1,page,name_untransliterated
jharkhand/block_member/2015,aabb001ffff8,Jharkhand|2015|block_member|Garhwa|केतार|||10,1,Jharkhand,2015,Garhwa,केतार,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,1,Woman,vukjf{kr | efgyk,all_seats,seat,,lfcrk nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,1,page,name_untransliterated
jharkhand/block_member/2015,44e017d80842,Jharkhand|2015|block_member|Garhwa|भवनाथपुर|||01,1,Jharkhand,2015,Garhwa,भवनाथपुर,,,,,block_member,panchayat_samiti,SC,SC,sc_st_bc,1,SC Woman,vuqlwfpr tkfr | efgyk,all_seats,seat,,fpUrk,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,1,page,name_untransliterated
jharkhand/block_member/2015,44e017d80842,Jharkhand|2015|block_member|Garhwa|भवनाथपुर|||02,1,Jharkhand,2015,Garhwa,भवनाथपुर,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,1,Woman,vukjf{kr | efgyk,all_seats,seat,,fLerk ;kno,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,1,page,name_untransliterated
jharkhand/block_member/2015,44e017d80842,Jharkhand|2015|block_member|Garhwa|भवनाथपुर|||03,1,Jharkhand,2015,Garhwa,भवनाथपुर,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,0,Other than Woman,vukjf{kr | vU;,all_seats,seat,,jhrk nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,1,page,name_untransliterated
jharkhand/block_member/2015,44e017d80842,Jharkhand|2015|block_member|Garhwa|भवनाथपुर|||04,1,Jharkhand,2015,Garhwa,भवनाथपुर,,,,,block_member,panchayat_samiti,ST,ST,sc_st_bc,1,ST Woman,vuqlwfpr tutkfr | efgyk,all_seats,seat,,"m""kk nsoh",,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,1,page,name_untransliterated
jharkhand/block_member/2015,44e017d80842,Jharkhand|2015|block_member|Garhwa|भवनाथपुर|||05,1,Jharkhand,2015,Garhwa,भवनाथपुर,,,,,block_member,panchayat_samiti,SC,SC,sc_st_bc,0,SC Other than Woman,vuqlwfpr tkfr | vU;,all_seats,seat,,fueZyk nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,1,page,name_untransliterated
jharkhand/block_member/2015,44e017d80842,Jharkhand|2015|block_member|Garhwa|भवनाथपुर|||06,1,Jharkhand,2015,Garhwa,भवनाथपुर,,,,,block_member,panchayat_samiti,BC,BC,sc_st_bc,1,BC Woman,vU; fiNM+k oxZ | efgyk,all_seats,seat,,ykyks nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,1,page,name_untransliterated
jharkhand/block_member/2015,44e017d80842,Jharkhand|2015|block_member|Garhwa|भवनाथपुर|||07,1,Jharkhand,2015,Garhwa,भवनाथपुर,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,1,Woman,vukjf{kr | efgyk,all_seats,seat,,ehuk nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,1,page,name_untransliterated
jharkhand/block_member/2015,44e017d80842,Jharkhand|2015|block_member|Garhwa|भवनाथपुर|||08,1,Jharkhand,2015,Garhwa,भवनाथपुर,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,0,Other than Woman,vukjf{kr | vU;,all_seats,seat,,pUnu dqekj Bkdqj,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,1,page,name_untransliterated
jharkhand/block_member/2015,0e28955f6d1d,Jharkhand|2015|block_member|Garhwa|भवनाथपुर|||09,1,Jharkhand,2015,Garhwa,भवनाथपुर,,,,,block_member,panchayat_samiti,SC,SC,sc_st_bc,1,SC Woman,vuqlwfpr tkfr | efgyk,all_seats,seat,,ek;k nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,0e28955f6d1d,Jharkhand|2015|block_member|Garhwa|भवनाथपुर|||10,1,Jharkhand,2015,Garhwa,भवनाथपुर,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,0,Other than Woman,vukjf{kr | vU;,all_seats,seat,,ghjk izlkn lkg,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,0e28955f6d1d,Jharkhand|2015|block_member|Garhwa|भवनाथपुर|||11,1,Jharkhand,2015,Garhwa,भवनाथपुर,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,1,Woman,vukjf{kr | efgyk,all_seats,seat,,xqM~Mu nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,0e28955f6d1d,Jharkhand|2015|block_member|Garhwa|भवनाथपुर|||12,1,Jharkhand,2015,Garhwa,भवनाथपुर,,,,,block_member,panchayat_samiti,ST,ST,sc_st_bc,0,ST Other than Woman,vuqlwfpr tutkfr | vU;,all_seats,seat,,vf[kys'k mjk¡o,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,0e28955f6d1d,Jharkhand|2015|block_member|Garhwa|भवनाथपुर|||13,1,Jharkhand,2015,Garhwa,भवनाथपुर,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,1,Woman,vukjf{kr | efgyk,all_seats,seat,,ewfrZ nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,0e28955f6d1d,Jharkhand|2015|block_member|Garhwa|भवनाथपुर|||14,1,Jharkhand,2015,Garhwa,भवनाथपुर,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,0,Other than Woman,vukjf{kr | vU;,all_seats,seat,,vkyksd dqekj flag,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,0e28955f6d1d,Jharkhand|2015|block_member|Garhwa|भवनाथपुर|||15,1,Jharkhand,2015,Garhwa,भवनाथपुर,,,,,block_member,panchayat_samiti,BC,BC,sc_st_bc,0,BC Other than Woman,vU; fiNM+k oxZ | vU;,all_seats,seat,,Jo.k esgrk,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,0e28955f6d1d,Jharkhand|2015|block_member|Garhwa|भवनाथपुर|||16,1,Jharkhand,2015,Garhwa,भवनाथपुर,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,1,Woman,vukjf{kr | efgyk,all_seats,seat,,izehyk nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,0e28955f6d1d,Jharkhand|2015|block_member|Garhwa|भवनाथपुर|||17,1,Jharkhand,2015,Garhwa,भवनाथपुर,,,,,block_member,panchayat_samiti,SC,SC,sc_st_bc,0,SC Other than Woman,vuqlwfpr tkfr | vU;,all_seats,seat,,dkyhpj.k jke,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,e72d788c42fe,Jharkhand|2015|block_member|Garhwa|विशुनपुरा|||1,1,Jharkhand,2015,Garhwa,विशुनपुरा,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,1,Woman,vukjf{kr | efgyk,all_seats,seat,,tehyk chch,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,e72d788c42fe,Jharkhand|2015|block_member|Garhwa|विशुनपुरा|||2,1,Jharkhand,2015,Garhwa,विशुनपुरा,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,1,Woman,vukjf{kr | efgyk,all_seats,seat,,pUnk nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,e72d788c42fe,Jharkhand|2015|block_member|Garhwa|विशुनपुरा|||3,1,Jharkhand,2015,Garhwa,विशुनपुरा,,,,,block_member,panchayat_samiti,BC,BC,sc_st_bc,0,BC Other than Woman,vU; fiNM+k oxZ | vU;,all_seats,seat,,banzthr Bkdqj,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,e72d788c42fe,Jharkhand|2015|block_member|Garhwa|विशुनपुरा|||4,1,Jharkhand,2015,Garhwa,विशुनपुरा,,,,,block_member,panchayat_samiti,SC,SC,sc_st_bc,1,SC Woman,vuqlwfpr tkfr | efgyk,all_seats,seat,,lfork nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,e72d788c42fe,Jharkhand|2015|block_member|Garhwa|विशुनपुरा|||5,1,Jharkhand,2015,Garhwa,विशुनपुरा,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,0,Other than Woman,vukjf{kr | vU;,all_seats,seat,,"d`"".k feL=h",,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,e72d788c42fe,Jharkhand|2015|block_member|Garhwa|विशुनपुरा|||6,1,Jharkhand,2015,Garhwa,विशुनपुरा,,,,,block_member,panchayat_samiti,SC,SC,sc_st_bc,0,SC Other than Woman,vuqlwfpr tkfr | vU;,all_seats,seat,,jke lgkbZ jke,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,6d210c4d6d7c,Jharkhand|2015|block_member|Garhwa|रमना|||01,1,Jharkhand,2015,Garhwa,रमना,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,0,Other than Woman,vukjf{kr | vU;,all_seats,seat,,dyheqYykg valkjh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,6d210c4d6d7c,Jharkhand|2015|block_member|Garhwa|रमना|||02,1,Jharkhand,2015,Garhwa,रमना,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,1,Woman,vukjf{kr | efgyk,all_seats,seat,,"iq""ik nsoh",,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,6d210c4d6d7c,Jharkhand|2015|block_member|Garhwa|रमना|||03,1,Jharkhand,2015,Garhwa,रमना,,,,,block_member,panchayat_samiti,SC,SC,sc_st_bc,0,SC Other than Woman,vuqlwfpr tkfr | vU;,all_seats,seat,,foa/;kpy cSBk,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,6d210c4d6d7c,Jharkhand|2015|block_member|Garhwa|रमना|||04,1,Jharkhand,2015,Garhwa,रमना,,,,,block_member,panchayat_samiti,ST,ST,sc_st_bc,1,ST Woman,vuqlwfpr tutkfr | efgyk,all_seats,seat,,dykorh nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,6d210c4d6d7c,Jharkhand|2015|block_member|Garhwa|रमना|||05,1,Jharkhand,2015,Garhwa,रमना,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,0,Other than Woman,vukjf{kr | vU;,all_seats,seat,,e`R;qat; flag,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,6d210c4d6d7c,Jharkhand|2015|block_member|Garhwa|रमना|||06,1,Jharkhand,2015,Garhwa,रमना,,,,,block_member,panchayat_samiti,SC,SC,sc_st_bc,1,SC Woman,vuqlwfpr tkfr | efgyk,all_seats,seat,,'kkafr nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,6d210c4d6d7c,Jharkhand|2015|block_member|Garhwa|रमना|||07,1,Jharkhand,2015,Garhwa,रमना,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,1,Woman,vukjf{kr | efgyk,all_seats,seat,,ldhyk chch,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,6d210c4d6d7c,Jharkhand|2015|block_member|Garhwa|रमना|||08,1,Jharkhand,2015,Garhwa,रमना,,,,,block_member,panchayat_samiti,SC,SC,sc_st_bc,0,SC Other than Woman,vuqlwfpr tkfr | vU;,all_seats,seat,,xksiky jke,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,6d210c4d6d7c,Jharkhand|2015|block_member|Garhwa|रमना|||09,1,Jharkhand,2015,Garhwa,रमना,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,1,Woman,vukjf{kr | efgyk,all_seats,seat,,la/;k dqekjh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,6d210c4d6d7c,Jharkhand|2015|block_member|Garhwa|रमना|||10,1,Jharkhand,2015,Garhwa,रमना,,,,,block_member,panchayat_samiti,SC,SC,sc_st_bc,1,SC Woman,vuqlwfpr tkfr | efgyk,all_seats,seat,,mfeZyk nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,6d210c4d6d7c,Jharkhand|2015|block_member|Garhwa|रमना|||11,1,Jharkhand,2015,Garhwa,रमना,,,,,block_member,panchayat_samiti,ST,ST,sc_st_bc,0,ST Other than Woman,vuqlwfpr tutkfr | vU;,all_seats,seat,,uUn xksiky xksM+,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,6d210c4d6d7c,Jharkhand|2015|block_member|Garhwa|रमना|||12,1,Jharkhand,2015,Garhwa,रमना,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,0,Other than Woman,vukjf{kr | vU;,all_seats,seat,,uanw egrks,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,6d210c4d6d7c,Jharkhand|2015|block_member|Garhwa|रमना|||13,1,Jharkhand,2015,Garhwa,रमना,,,,,block_member,panchayat_samiti,NONE,NONE,sc_st_bc,1,Woman,vukjf{kr | efgyk,all_seats,seat,,lhek nsoh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
jharkhand/block_member/2015,6d210c4d6d7c,Jharkhand|2015|block_member|Garhwa|रमना|||14,1,Jharkhand,2015,Garhwa,रमना,,,,,block_member,panchayat_samiti,BC,BC,sc_st_bc,0,BC Other than Woman,vU; fiNM+k oxZ | vU;,all_seats,seat,,jfoUnz dqekj pkS/kjh,,,0,,devanagari,local_elections,6a2a17d89f8f-dirty,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,2,page,name_untransliterated
